Key	文本内容1
text_talent_5006_2	Gain an extra 30% rage whenever you kill an enemy hero.
text_talent_5007_1	When battle starts, increases ATK by 16% for 20 seconds.
text_talent_5007_2	Normal attacks have a 25% chance to disarm the target (unable to make normal attacks) for 3 seconds.
text_talent_5008_1	Increases crit rate by 50% during the first 10 seconds of battle.
text_talent_5008_2	Increases crit damage by 10% for every enemy hero you kill. This effect can stack and last until the end of battle.
text_talent_5009_1	Increases ATK by 5% for every ally hero killed in battle. This effect can stack and last until the end of battle.
text_talent_5009_2	When battle starts, increases damage dealt by 20% for 20 seconds.
text_talent_5010_1	Increases ATK by 10% for every enemy hero you kill. This effect can stack and last until the end of battle.
text_talent_5010_2	When battle starts, immediately cast [Arrow of Darkness] once.
text_talent_5011_1	Increases damage against targets in Acid Mist by 15%.
text_talent_5011_2	After killing an enemy hero, recover HP equal to 300% of ATK over the next 5 seconds.
text_talent_5012_1	After dead for the first time, revive with 30% HP.
text_talent_5012_2	When attacked by a hero, has a 20% chance to restore 4% of max HP.
text_talent_5013_1	When battle starts, cast [Chaos Storm] once.
text_talent_5013_2	When battle starts, increases skill bonus by 30% for 20 seconds.
text_talent_5014_1	When battle starts, cast [Morale Boost] once.
text_talent_5014_2	Recover 20% rage when an ally hero dies.
text_talent_5015_1	When the Holy Knight is on the battlefield, all ally units take 10% less damage.
text_talent_5015_2	When the Holy Knight is on the battlefield, all ally units get +30% anti-debuff.
text_talent_5016_1	Skill crit rate +30%.
text_talent_5016_2	When battle starts, increases crit damage by 75% for 25 seconds.
text_talent_5017_1	When battle starts, cast [Shield Cover] once.
text_talent_5017_2	Gain an extra 3% rage when hit by an enemy hero\'s normal attack.
text_talent_5018_1	Increases ATK by 10% for every enemy hero you kill. This effect can stack and last until the end of battle.
text_talent_5018_2	When battle starts, cast [Arrow of Moonlight] once.
text_talent_5019_1	When killed in battle, cast [Silence Spell] once.
text_talent_5019_2	Attacks against silenced targets deal an extra 30% damage.
text_talent_5020_1	[Death Wave] jumps +4.
text_talent_5020_2	Normal attacks required to cast [Death Wave] -2.
text_talent_5021_1	Receive Divine Blessings during the first 15 seconds of battle, increasing ATK and DEF by 12%.
text_talent_5021_2	Gain an extra 3% rage when hit by an enemy hero\'s normal attack.
text_talent_5022_1	Normal attacks recover an additional 5% rage.
text_talent_5022_2	When Eccentric Wizard dies, he summons a Hellfire at his death spot.
text_talent_5023_1	Normal attacks required to cast [Brave Charge] -1.
text_talent_5023_2	Increases bonus against ranged units by 25%.
text_talent_5024_1	Attacks ignore 10% of enemy DEF.
text_talent_5024_2	Increases attack speed by 15% for every enemy hero you kill. This effect can stack and last until the end of battle.
text_talent_5025_1	Deal an additional 15% damage to targets with less than 50% HP.
text_talent_5025_2	Recover 20% rage when an ally hero dies.
text_talent_5026_1	When Ocean Spirit is on the battlefield, all ally heroes get +10% rage regeneration speed.
text_talent_5026_2	When Ocean Spirit is on the battlefield, all ally units receive +20% healing.
text_talent_5027_1	Recover 8% HP whenever an enemy hero dies.
text_talent_5027_2	After died for the first time, Emperor of Death revives with 50% HP.
text_talent_5028_1	Skill crit rate +30%.
text_talent_5028_2	Dragon Witch\'s normal attacks increase her crit damage by 3%. This effect can stack and last until the end of battle.
text_talent_5029_1	Gain an extra 2% rage when hit by an enemy hero\'s normal attack.
text_talent_5029_2	When killed in battle, cast [Earth Dragon Spikes] once.
text_talent_5030_1	Normal attacks recover an additional 5% rage.
text_talent_5030_2	Skill crit rate +40%.
text_talent_5031_1	Normal attacks required to cast [Giant Claw Slam] -1.
text_talent_5031_2	Damage against targets with less than 50%, HP is increased by 20%.
text_talent_5032_1	When battle starts, cast [Dragon Crystal Imprisonment] once.
text_talent_5032_2	Dragon Mother\'s skill attack has a 2% chance of directly killing the target
text_talent_7001_1	Not configured
text_talent_7001_2	Not configured
text_talent_7002_1	Not configured
text_talent_7002_2	Not configured
text_talent_7003_1	Not configured
text_talent_7003_2	Not configured
text_talent_7004_1	Not configured
text_talent_7004_2	Not configured
text_skill_1000000_effectName1_1	[Protect]
text_skill_1000000_effectDesc1_1	Heals the target for an extra 5% of HP lost.
text_skill_1000000_effectName1_2	[Bless]
text_skill_1000000_effectDesc1_2	Heal targets increased to 2.
text_skill_1000000_effectName2_1	[Sunder Attack]
text_skill_1000000_effectDesc2_1	Reduces the target\'s DEF by 10% for 10 seconds.
text_skill_1000000_effectName2_2	[Power of Awakening]
text_skill_1000000_effectDesc2_2	Ignores 40% of the target\'s DEF.
text_skill_5001_effectName1_1	[Natural Healing]
text_skill_5001_effectDesc1_1	Recover extra 5% of your lost HP.
text_skill_5001_effectName1_2	[Power of Forest]
text_skill_5001_effectDesc1_2	[Treant Protector] Affect Forest King and his troops.
text_skill_5001_effectName2_1	[Parasite Spores]
text_skill_5001_effectDesc2_1	Affected enemies take extra 16.67% damage.
text_skill_5001_effectName2_2	[Wrath of Nature]
text_skill_5001_effectDesc2_2	Affected enemies will be incapacitated.
text_skill_5002_effectName1_1	[Blessing of Jungle]
text_skill_5002_effectDesc1_1	Recover extra 5% rage of target hero.
text_skill_5002_effectName1_2	[Guard of Jungle]
text_skill_5002_effectDesc1_2	The target will gain immunity to all damages for 3 seconds.
text_skill_5002_effectName2_1	[Mark of Jungle]
text_skill_5002_effectDesc2_1	Improve 5.33% DEF for troops under healing.
text_skill_5002_effectName2_2	[Call of Jungle]
text_skill_5002_effectDesc2_2	Recover extra 2.4% HP during skill duration.
text_skill_5003_effectName1_1	[Punishment of Thunder]
text_skill_5003_effectDesc1_1	Burn up 4% rage of target hero.
text_skill_5003_effectName1_2	[Wrath of Thunder]
text_skill_5003_effectDesc1_2	[Angry Lightning] Get 83.33% chance to crit.
text_skill_5003_effectName2_1	[Awaken of Thunder]
text_skill_5003_effectDesc2_1	Ignore 35.91% of the target\'s DEF.
text_skill_5003_effectName2_2	[Diffusion of Thunder]
text_skill_5003_effectDesc2_2	The quantity of randomized troops will be increased to 5.
text_skill_5004_effectName1_1	[Break Weaknesses]
text_skill_5004_effectDesc1_1	Deals extra damage equal to 6% of the target\'s current HP.
text_skill_5004_effectName1_2	[Hunting]
text_skill_5004_effectDesc1_2	[Assassinate] Attack 2 targets at the same time.
text_skill_5004_effectName2_1	[Armor Piercer]
text_skill_5004_effectDesc2_1	Ignore 23.94% of the target\'s DEF.
text_skill_5004_effectName2_2	[Deflagration]
text_skill_5004_effectDesc2_2	Deals extra damage equal to 35% of the target\'s HP lost.
text_skill_5005_effectName1_1	[Power of Scarlet]
text_skill_5005_effectDesc1_1	[Blood Drain] Take 7.43% less damge.
text_skill_5005_effectName1_2	[Blood Rage]
text_skill_5005_effectDesc1_2	Enhance 50% of attack improve buffs.
text_skill_5005_effectName2_1	[Armor Crush]
text_skill_5005_effectDesc2_1	Deals extra 2.5% damage of the target\'s lost HP for every strike.
text_skill_5005_effectName2_2	[Frenzy]
text_skill_5005_effectDesc2_2	Ignore 40% of the target\'s DEF.
text_skill_5006_effectName1_1	[Siphon Life]
text_skill_5006_effectDesc1_1	11.25% of damage dealt is converted into HP for Medusa.
text_skill_5006_effectName1_2	[Snake Occultism]
text_skill_5006_effectDesc1_2	Increase the number of targets to 3.
text_skill_5006_effectName2_1	[Fossilize Eye]
text_skill_5006_effectDesc2_1	Fossilization time will be extended by 0.38 seconds.
text_skill_5006_effectName2_2	[Magic Power of Medusa]
text_skill_5006_effectDesc2_2	[Fossilize Stare] Deals 1.5x damage to troops.
text_skill_5007_effectName1_1	[Paradise Cross]
text_skill_5007_effectDesc1_1	[Holy Cross] Lowering enemies\' DEF by 8.35%.
text_skill_5007_effectName1_2	[Power of Flame]
text_skill_5007_effectDesc1_2	[Holy Cross] Enhance buffs by 50%.
text_skill_5007_effectName2_1	[Holy Baptism]
text_skill_5007_effectDesc2_1	Ignore 21.55% of the target\'s DEF.
text_skill_5007_effectName2_2	[Power of Judgement]
text_skill_5007_effectDesc2_2	[Holy Judgment] Have a 20% chance to crit.
text_skill_5008_effectName1_1	[Concentration Ⅰ]
text_skill_5008_effectDesc1_1	[All or Nothing] Enhance buffs by 15%.
text_skill_5008_effectName1_2	[Concentration Ⅱ]
text_skill_5008_effectDesc1_2	[All or Nothing] Enhance buffs by 50%.
text_skill_5008_effectName2_1	[Power of Light Ⅰ]
text_skill_5008_effectDesc2_1	[Sacred Arrows] 13.47% chance to crit.
text_skill_5008_effectName2_2	[Power of Light Ⅱ]
text_skill_5008_effectDesc2_2	[Sacred Arrows] Improve 25% chance to crit.
text_skill_5009_effectName1_1	[Arcane Blade]
text_skill_5009_effectDesc1_1	[Ultimate Slash] Enhance buffs by 15%.
text_skill_5009_effectName1_2	[Fighting Spirit]
text_skill_5009_effectDesc1_2	[Ultimate Slash] Enhance buffs by 50%.
text_skill_5009_effectName2_1	[Flame Roast]
text_skill_5009_effectDesc2_1	Ignore 21.55% of the target\'s DEF.
text_skill_5009_effectName2_2	[Power of Magma]
text_skill_5009_effectDesc2_2	[Flame Charge] Have a 20% chance to crit.
text_skill_5010_effectName1_1	[Archery Master Ⅰ]
text_skill_5010_effectDesc1_1	[Splitting Arrow] Ignore 15% of the target\'s DEF.
text_skill_5010_effectName1_2	[Archery Master Ⅱ]
text_skill_5010_effectDesc1_2	[Splitting Arrow] Capable of hitting 7 targets.
text_skill_5010_effectName2_1	[Power of Darkness Ⅰ]
text_skill_5010_effectDesc2_1	[Arrow of Darkness] Enhance buffs by 10.77%.
text_skill_5010_effectName2_2	[Power of Darkness Ⅱ]
text_skill_5010_effectDesc2_2	[Arrow of Darkness] Enhance buffs by 20%.
text_skill_5011_effectName1_1	[Smog Spread]
text_skill_5011_effectDesc1_1	[Plague Mist] Enhance buffs by 15%.
text_skill_5011_effectName1_2	[Plague Outbreak]
text_skill_5011_effectDesc1_2	[Plague Mist] Enhance buffs by 50%.
text_skill_5011_effectName2_1	[Death]
text_skill_5011_effectDesc2_1	[Deadly Chase Attack] Enhance buffs by 10.77%.
text_skill_5011_effectName2_2	[Avulsion]
text_skill_5011_effectDesc2_2	Deals extra 18% damage of the target\'s lost HP for every strike.
text_skill_5012_effectName1_1	[Chef Talent]
text_skill_5012_effectDesc1_1	[Fury Thrash] Have a 30% chance to crit.
text_skill_5012_effectName1_2	[Grand Banquet]
text_skill_5012_effectDesc1_2	[Fury Thrash] Enhance buffs by 50%.
text_skill_5012_effectName2_1	[Power of Kitchenware]
text_skill_5012_effectDesc2_1	[Guard of Pot] Enhance buffs by 10.77%.
text_skill_5012_effectName2_2	[Wrath of Kitchenware]
text_skill_5012_effectDesc2_2	[Guard of Pot] Enhance buffs by 20%.
text_skill_5013_effectName1_1	[Teeth of Snake]
text_skill_5013_effectDesc1_1	[Snake Club Guard] Ignore 30% of the target\'s DEF.
text_skill_5013_effectName1_2	[Snake Attack]
text_skill_5013_effectDesc1_2	[Snake Club Guard] Have a 50% chance to crit.
text_skill_5013_effectName2_1	[Power of Sand]
text_skill_5013_effectDesc2_1	[Chaos Storm] Damage dealt improve by 15.39%.
text_skill_5013_effectName2_2	[Sand Waterfall]
text_skill_5013_effectDesc2_2	[Chaos Storm] Have a 20% chance to crit.
text_skill_5014_effectName1_1	[Snake Winding]
text_skill_5014_effectDesc1_1	Snakelike units take 24.98% extra damage.
text_skill_5014_effectName1_2	[Snake Flute]
text_skill_5014_effectDesc1_2	[Mutate Skill] Enhance buffs by 50%.
text_skill_5014_effectName2_1	[Egypt Occultism]
text_skill_5014_effectDesc2_1	[Morale Boost] Enhance buffs by 10.78%.
text_skill_5014_effectName2_2	[Ancient Light]
text_skill_5014_effectDesc2_2	[Morale Boost] Enhance buffs by 20%.
text_skill_5015_effectName1_1	[Asylum of Holy Light]
text_skill_5015_effectDesc1_1	Recover extra 5% of the target\'s lost HP.
text_skill_5015_effectName1_2	[Power of Faith]
text_skill_5015_effectDesc1_2	[Holy Light] Improve 50% of received healing.
text_skill_5015_effectName2_1	[Power of Guard]
text_skill_5015_effectDesc2_1	[Sacred Protection] Reduces skill damage taken by 21.57% during skill duration.
text_skill_5015_effectName2_2	[Sacred Blessing]
text_skill_5015_effectDesc2_2	Recover extra 6% of the target\'s lost HP.
text_skill_5016_effectName1_1	[Flame Burning]
text_skill_5016_effectDesc1_1	[Lava Fissure] Deals 1.2x damage to troops.
text_skill_5016_effectName1_2	[Flame Inferno]
text_skill_5016_effectDesc1_2	[Lava Fissure] Have a 50% chance to crit.
text_skill_5016_effectName2_1	[Arcane Master]
text_skill_5016_effectDesc2_1	Lightning Charge has 10.77% chance to crit.
text_skill_5016_effectName2_2	[Power of Occultism]
text_skill_5016_effectDesc2_2	Ignore 40% of the target\'s DEF.
text_skill_5017_effectName1_1	[Wrath Of Warrior]
text_skill_5017_effectDesc1_1	[Crazy Thrust] Deals 1.2x damage to troops.
text_skill_5017_effectName1_2	[Blood Of Warrior]
text_skill_5017_effectDesc1_2	[Crazy Thrust] Have a 95% chance to crit.
text_skill_5017_effectName2_1	[Tough Shield]
text_skill_5017_effectDesc2_1	[Shield Cover] Enhance buffs by 10.78%.
text_skill_5017_effectName2_2	[Ultimate Guard]
text_skill_5017_effectDesc2_2	[Shield Cover] Enhance buffs by 20%.
text_skill_5018_effectName1_1	[Strike Talent]
text_skill_5018_effectDesc1_1	Deal extra 20% arrow damage .
text_skill_5018_effectName1_2	[Crack Shot]
text_skill_5018_effectDesc1_2	Have a 35% chance to crit for arrows.
text_skill_5018_effectName2_1	[Light of the Moon]
text_skill_5018_effectDesc2_1	[Arrow of Moonlight] Ignore 33.15% of the target\'s DEF.
text_skill_5018_effectName2_2	[Brilliant of the Moon]
text_skill_5018_effectDesc2_2	[Arrow of Moonlight] Have a 30.77% chance to crit.
text_skill_5019_effectName1_1	[Keenness]
text_skill_5019_effectDesc1_1	[Blade of Quietness] Have a 37.5% chance to crit.
text_skill_5019_effectName1_2	[Power of Calmness]
text_skill_5019_effectDesc1_2	[Blade of Quietness] Enhance buffs by 50%.
text_skill_5019_effectName2_1	[Magic Purification] 
text_skill_5019_effectDesc2_1	Burn up extra 4.5% rage of target hero.
text_skill_5019_effectName2_2	[Wizard Master]
text_skill_5019_effectDesc2_2	Burn up extra 8.4% rage of target hero.
text_skill_5020_effectName1_1	[Rebirth of Death]
text_skill_5020_effectDesc1_1	Recover extra 2% of the target\'s lost HP.
text_skill_5020_effectName1_2	[Return of Death]
text_skill_5020_effectDesc1_2	Improve 50% healing received by Death Wave.
text_skill_5020_effectName2_1	[Death Deprivation]
text_skill_5020_effectDesc2_1	Deals extra 0.6% damage of the target\'s HP for every strike.
text_skill_5020_effectName2_2	[Misfortune]
text_skill_5020_effectDesc2_2	Reduce extra 4.84% DEF in marsh.
text_skill_5021_effectName1_1	[Holy Sunder]
text_skill_5021_effectDesc1_1	After casting, gain immunity to all normal attacks for 2 seconds.
text_skill_5021_effectName1_2	[Holy Might]
text_skill_5021_effectDesc1_2	Holy Bombardment has a 83.33% chance to crit.
