关键字	英文
E_STR_PVP_WAR_DESC13	You do not meet the match qualifications, unable to view.
E_STR_PVP_WAR_DESC14	Less than 32 people have signed up, the finals will not start.
E_STR_PVP_WAR_DESC15	My next match starts in
E_STR_PVP_WAR_DESC16	The next battle starts in
E_STR_PVP_WAR_DESC17	The match is about to begin, get ready!
E_STR_PVP_WAR_DESC18	Warlord Conquest is about to begin, get ready!
E_STR_PVP_WAR_DESC19	Match %d
E_STR_PVP_WAR_DESC20	Finals
E_STR_PVP_WAR_DESC21	Character info can only be viewed during the finals.
E_STR_PVP_WAR_DESC22	The tournament is not open, a new Points Match will begin on Monday.
E_STR_PVP_WAR_DESC23	No report was generated for this battle
E_STR_PVP_WAR_DESC24	Successful
E_STR_PVP_WAR_DESC25	, you got an Honor Token.
E_STR_PVP_WAR_DESC26	Defeat
E_STR_PVP_WAR_DESC27	, you didn\'t get any rewards.
E_STR_PVP_WAR_DESC28	Arrange Formation
E_STR_PVP_WAR_DESC29	Prepare for Battle
E_STR_PVP_WAR_DESC30	Vacant
E_STR_PVP_NO_FREE_COUNT	No more daily free uses remaining, do you want spend %d diamonds to continue challenging?
E_STR_PVP_WAR_TIME_DESC1	My next match starts in
E_STR_PVP_WAR_TIME_DESC2	The current phase ends in
E_STR_PVP_WAR_WU	None
E_STR_PVP_WAR_AWARDS_DESC1	Daily Reward
E_STR_PVP_WAR_AWARDS_DESC2	Rank Reward
E_STR_PVP_WAR_AWARDS_DESC3	Top 4 Bets
E_STR_PVP_WAR_AWARDS_DESC4	Warlord Bets
E_STR_PVP_WAR_MATCH_DESC	No more daily free uses remaining, do you want spend %d diamonds to switch opponents?
E_STR_PVP_WAR_BATTLE_DESC	No more daily free uses remaining, do you want spend %d diamonds to continue challenging?
E_STR_TOKEN	Honor Token
E_STR_PVP_OPEN_LEVEL	Battle of Kings unlocks at Lv.40
E_STR_PVP_WAR_BATTLE_TIMES	Remaining daily free challenges: %d
E_STR_PVP_WAR_MATCH_TIMES	Remaining daily free opponent searches: %d
E_STR_PVP_WAR_CANNOT_FIGHT	No opponent found, unable to battle.
E_STR_PVP_KNOCKOUT_DESC1	You can only support 1 player from each group. Do you want to support this player?
E_STR_PVP_SUPPORT_SUCCESS	Support Successful
E_STR_PVP_REVENGE_INFO	Revenge only launches 1 attack and consumes 1 free challenge attempt. Do you want to launch a Revenge Attack?
E_STR_PVP_NOT_OPEN	This server\'s Battle of Kings hasn\'t started yet or is already over. Please wait for the next round.
E_STR_PVP_NOT_OPEN_1	This server\'s Battle of Kings is in progress.
E_STR_PVP_NOT_OPEN_2	This server\'s Battle of Kings didn\'t start because not enough players signed up.
LEGION_WAR_DESC1	Battles fought:
LEGION_WAR_DESC2	Victories:
LEGION_WAR_DESC3	Prepare for Battle
LEGION_WAR_DESC4	Searching for opponents...
LEGION_WAR_DESC5	Battle starts in:
LEGION_WAR_DESC6	Win Rate
LEGION_WAR_DESC7	Battle ends in:
LEGION_WAR_DESC8	Next tier reward:
LEGION_WAR_DESC9	Battle Record
LEGION_WAR_DESC10	My Contributions
LEGION_WAR_DESC11	Build Times
LEGION_WAR_DESC12	Enter the city to build!
LEGION_WAR_DESC13	Build
LEGION_WAR_DESC14	Build City
LEGION_WAR_DESC15	Individual Contributions
LEGION_WAR_DESC16	Build Level
LEGION_WAR_DESC17	Build Progress
LEGION_WAR_DESC18	Normal Build
LEGION_WAR_DESC19	Advanced Build
LEGION_WAR_DESC20	and higher
LEGION_WAR_DESC21	City level:
LEGION_WAR_DESC22	Defense
LEGION_WAR_DESC23	Capture reward:
LEGION_WAR_DESC24	You helped build!
LEGION_WAR_DESC25	Dark
LEGION_WAR_DESC26	Light
LEGION_WAR_DESC27	Each player can be reinforced 2 times, but not by cities of the same level.
LEGION_WAR_DESC28	Reinforce Defense
LEGION_WAR_DESC29	Garrison withdrawn!
LEGION_WAR_DESC30	Garrison withdraw failed!
LEGION_WAR_DESC31	Remove %s from the defensive garrison?
LEGION_WAR_DESC32	Garrison successful!
LEGION_WAR_DESC33	Garrison failed! Members that join after the Legion War preparation phase cannot garrison troops!
LEGION_WAR_DESC34	You can only build during the preparation phase!
LEGION_WAR_DESC35	Defense can only be adjusted during the preparation phase!
LEGION_WAR_DESC36	Only the Legion Leader and Deputy can set the defensive formation!
LEGION_WAR_DESC37	Battlefield refreshed!
LEGION_WAR_DESC38	Claim rewards after participating in the Legion War for the corresponding amount of times.
LEGION_WAR_DESC39	Legion War Reward
LEGION_WAR_DESC40	Participation Reward
LEGION_WAR_DESC41	points or more
LEGION_WAR_DESC42	No limit
LEGION_WAR_DESC43	Legion Limit
LEGION_WAR_DESC44	Purchase Permissions
LEGION_WAR_DESC45	Contribution Cost
LEGION_WAR_DESC46	Another legion member has already purchased the card you want to buy! Please refresh Battlefield info!
LEGION_WAR_DESC47	You don\'t have permissions to buy that!
LEGION_WAR_DESC48	No purchase remaining!
LEGION_WAR_DESC49	You don\'t have enough contributions! Build to earn more!
LEGION_WAR_DESC50	Individual Limit
LEGION_WAR_DESC51	%s more times
LEGION_WAR_DESC52	No attacks remaining
LEGION_WAR_DESC53	Attacked
LEGION_WAR_DESC54	Victory
LEGION_WAR_DESC55	Defeat
LEGION_WAR_DESC56	You have %d more %s, do you want to use one on the concealed unit?
LEGION_WAR_DESC57	You have an Assault Card, do you want to use it on the city?
LEGION_WAR_DESC58	Attack chances increased!
LEGION_WAR_DESC59	View Battlefield
LEGION_WAR_DESC60	Past Records
LEGION_WAR_DESC61	Legion War Victory Reward failed
LEGION_WAR_DESC62	x
LEGION_WAR_DESC63	Tier Overview
LEGION_WAR_DESC64	Total legions:
LEGION_WAR_DESC65	Server legions:
LEGION_WAR_DESC66	Build effect:
LEGION_WAR_DESC67	Legion War Medal
LEGION_WAR_DESC68	You can\'t view enemy info during the preparation phase!
LEGION_WAR_DESC69	You can only attack the enemy during the battle phase!
LEGION_WAR_DESC70	That city cannot be attacked!
LEGION_WAR_DESC71	This is the first Legion Clash, there are no past ranks!
LEGION_WAR_DESC72	Item cards can only be purchased during the battle phase!
LEGION_WAR_DESC73	New members can\'t fight in this Legion War!
LEGION_WAR_DESC74	Item Details
LEGION_WAR_DESC75	Item List
LEGION_WAR_DESC76	You don\'t have enough Scout Cards!
LEGION_WAR_DESC77	You don\'t have enough Assault Cards!
LEGION_WAR_DESC78	Concealed...
LEGION_WAR_DESC79	Revealed...
LEGION_WAR_DESC80	Destroyed...
LEGION_WAR_DESC81	No enemies found!
LEGION_WAR_DESC82	Win rate:
LEGION_WAR_DESC83	Round points:
LEGION_WAR_DESC84	Direct Challenge
LEGION_WAR_DESC85	Next Legion War starts in:
LEGION_WAR_DESC86	Used:
LEGION_WAR_DESC87	Magic Shop
LEGION_WAR_DESC88	Garrison
SHIPPER_REMAINDER	Remaining:
FREE_TIMES_DESC	purchases
LEGION_WAR_SERVER_ERROR1	Legion War data error, please try again!
LEGION_WAR_SERVER_ERROR2	Legion War server is in the wrong stage!
LEGION_WAR_SERVER_ERROR3	Legion War round 1 data isn\'t ready yet!
LEGION_WAR_SERVER_ERROR4	City is built to the max! Please refresh battlefield info.
LEGION_WAR_SERVER_ERROR5	Player is under attack
LEGION_WAR_SERVER_ERROR6	Player is dead
STR_BATTLE_ERROR	Battle error, please try again
LEGION_WAR_BTN_DESC_1	Reward
LEGION_WAR_BTN_DESC_2	Records
LEGION_WAR_BTN_DESC_3	Rankings
LEGION_WAR_BTN_DESC_4	Rules
LEGION_WAR_DESC_4	Finding opponent...
LEGION_WAR_DESC_5	Completion speed:
LEGION_DUTY_DEC_1	%s added fire to the Campfire and triggered a Heavenly Red Envelopes reward.
LEGION_DUTY_DEC_2	%s led the legion to kill their first Lv.%d Legion Boss, earning the First Kill reward and glory.
LEGION_DUTY_DEC_3	%s dealt %s damage and earned MVP in the Legion Boss event.
MAIL_STR_1	Wilderness
STR_LOGIN_DAY_COUNT	Total Logins
LOGIN_GIFT_DESC_STR	Login the designated number of days to win great rewards!
STR_AVRECRUIT	Go to the Tavern and complete
STR_AVRECRUIT_ORDINARY	Normal Recruits
AVRECRUIT_ORDINARY_DESC	Complete Normal Recruits to win great rewards!
STR_AVRECRUIT_SENIOR	Fancy Recruits
AVRECRUIT_SENIOR_DESC	Complete Fancy Recruits to win great rewards!
STR_DOUBLE_DESC	Double village land rewards!
UNDER_LEVEL_OPEN	Level requirement not met
CAVE_GET_DICE	Congrats on getting 1 dice
STRENGHTH_TITLE	Successful Advance
ACTIVITY_WEEKCARD_1	Base Camp Magic Circle Production
ACTIVITY_WEEKCARD_2	Buy to instantly receive
ACTIVITY_WEEKCARD_3	Get every day for %d days:
ACTIVITY_WEEKCARD_4	Total Earnings
ACTIVITY_WEEKCARD_5	Free with purchase:
ACTIVITY_WEEKCARD_6	(Can buy multiple times)
ACTIVITY_WEEKCARD_7	Days remaining: %d days
ACTIVITY_WEEKCARD_8	Not active
ACTIVITY_MONTHCARD_1	Buy to instantly receive
ACTIVITY_MONTHCARD_2	, VIP 4 can claim extra rewards
ACTIVITY_GROWFUND_1	Spend
ACTIVITY_GROWFUND_2	Buy to instantly receive
ACTIVITY_GROWFUND_3	Max extra bonus
ACTIVITY_GROWFUND_4	VIP level too low
ACTIVITY_GROWFUND_5	Growth Fund
ACTIVITY_GROWFUND_6	Server Reward
ACTIVITY_GROWFUND_7	Purchasers on the Server reaches
ACTIVITY_GROWFUND_8	people
ACTIVITY_GROWFUND_9	Limited
ACTIVITY_GROWFUND_10	Purchase the Growth Fund to instantly receive
ACTIVITY_GROWFUND_11	Purchase Note
ACTIVITY_GROWFUND_12	Do you want to buy the Growth Fund?
BOSS_INFO_TITLE_TX	Enemy Heroes
STR_SPECIAL_ATT_TITLE	Special bonus:
STR_SPECIAL_ATT_DESC1	Applies to all deployed units
STR_SPECIAL_ATT_DESC2	Can activate upon obtaining
PEOPLE_KING_CHANGE_BTN	View Stats
PEOPLE_KING_UNLOCK_DESC	Reach Lv.%s to unlock %s Advance
ACTIVITY_TAVERN_RECRUIT_1	Free gift with each Fancy Recruit:
ACTIVITY_TAVERN_RECRUIT_2	Perform
ACTIVITY_TAVERN_RECRUIT_3	more Fancy Recruits to exchange for
ACTIVITY_TAVERN_RECRUIT_4	Ancient Heroes!
ACTIVITY_TAVERN_RECRUIT_5	Congrats on getting all team blessings!
ACTIVITY_TAVERN_RECRUIT_6	Tavern
ACTIVITY_TAVERN_RECRUIT_7	Exchange Now
ACTIVITY_TAVERN_RECRUIT_8	Remaining exchanges:
ACTIVITY_COST_1	During the event, spend the designated amount of diamonds to earn a great reward!
ACTIVITY_COST_2	Spend a total of
ACTIVITY_HUAMN_ARMS_1	Upgrade Holy Weapon to the designated levels to earn timed Holy Weapon Adv. Stones. Please use timed Adv. Stones before it\'s too late.
ACTIVITY_HUAMN_ARMS_2	Upgrade Holy Weapon to Rank %d
ACTIVITY_HUAMN_WING_1	Upgrade Holy Wings to the designated levels to earn timed Holy Wings Adv. Stones. Please use timed Adv. Stones before it\'s too late.
ACTIVITY_HUAMN_WING_2	Upgrade Holy Wings to Rank %d
ACTIVITY_HUAMN_MOUNT_1	Upgrade Holy Mount to the designated levels to earn timed Holy Mount Adv. Stones. Please use timed Adv. Stones before it\'s too late.
ACTIVITY_HUAMN_MOUNT_2	Upgrade Holy Mount to Rank %d
ACTIVITY_GIFT_BAG_STR1	Reward Content
ACTIVITY_GIFT_BAG_STR2	Tap for details
ACTIVITY_GIFT_BAG_STR3	Purchase the pack to obtain
ACTIVITY_GIFT_BAG_TIME_STR1	%s days %s hours
ACTIVITY_GIFT_BAG_TIME_STR2	%s hours %s minutes
ACTIVITY_GIFT_BAG_TIME_STR3	%s minutes %s seconds
ACTIVITY_GIFT_BAG_BTN_STR1	Usual
ACTIVITY_GIFT_BAG_BTN_STR2	Weekly
ACTIVITY_GIFT_BAG_BTN_STR3	Monthly
ACTIVITY_GIFT_BAG_BTN_STR4	Timed
ACTIVITY_GIFT_BAG_BTN_STR5	Limit
ACTIVITY_GIFT_BAG_BTN_STR6	Sale
ACTIVITY_GIFT_BAG_CODE_STR101	You don\'t meet purchase requirements
ACTIVITY_GIFT_BAG_CODE_STR102	Purchase cap reached
ACTIVITY_GIFT_BAG_CODE_STR103	Not enough materials to purchase
ACTIVITY_LIMIT_EXCHANGE_1	During the event, exchange game items for resources at a great discount.
ACTIVITY_LIMIT_EXCHANGE_2	Exchange
ACTIVITY_LIMIT_EXCHANGE_3	 off
ACTIVITY_LIMIT_EXCHANGE_4	Remaining:
ACTIVITY_LIMIT_EXCHANGE_5	Not enough items to exchange
DRAGON_GEM_TIPS_DESC1	Dragonite offers stats increase by a certain percentage.
DRAGON_GEM_TIPS_DESC2	Use for: Dragonite Craft, Dragonite Conversion, Dragonite Inlay
DRAGON_GEM_TIPS_DESC3	Use for: Dragonite Craft, Dragonite Inlay
DRAGON_GEM_TIPS_DESC4	Inlay Dragonite to increase dragon level.
DRAGON_GEM_TIPS_DESC5	Dragonite
ACTIVITY_GIFT_BAG_STR4	Sold Out
LEGION_WAR_AWARD_STR1	Players earn rewards at the end of each Legion War based on their tier.
LEGION_WAR_AWARD_STR2	Tier
LEGION_WAR_AWARD_STR3	Base Reward
LEGION_WAR_AWARD_STR4	Victory Reward
COMMON_STR_NOT_OPEN_QQ_LOGIN	QQ login is currently not available
TOWER_STR_CAN_NOT_RESET	Cannot Reset
TOWER_STR_CAN_NO_COUNT	You used up all your resets today
THIRD_PAY_DESC_1	Select payment method
THIRD_PAY_DESC_2	WeChat
THIRD_PAY_DESC_3	Ali Pay
PEOPLE_KING_CHANGELOOK_VALUE_NAME1	All Holy Weapon Stats
PEOPLE_KING_CHANGELOOK_VALUE_NAME2	All Holy Wings Stats
PEOPLE_KING_CHANGELOOK_VALUE_NAME3	All Holy Mount Stats
LEGION_NOT_OPEN_STR	Legion is not available
TEAM_NOT_OPEN_STR	Team is not available
STR_WEAR_WITH_HEAD	Manually Equip
STR_AUTO_WEAR_EQUIP_DESC_1	Auto Equip Complete
ACTIVITY_GIFT_BAG_STR5	Was: %s%s
STR_NO_OPEN_PAY	Recharge is not available
LEGION_WAR_RANK	Legion rank:
LEGION_WAR_CARD_BAG_STR1	Use during the preparation phase
LEGION_WAR_CARD_BAG_STR2	Use during the battle phase
LEGION_WAR_CARD_BAG_STR3	Use in the Build interface
LEGION_WAR_CARD_BAG_STR4	Use in the Challenge interface
LEGION_WAR_CARD_BAG_STR5	Use in the City interface
LEGION_WAR_CARD_BAG_STR6	Tap City to use
LEGION_WAR_USE_CARD_STR1	Use Magic Card
LEGION_WAR_USE_CARD_STR2	Tap to select available Magic Card
LEGION_WAR_USE_CARD_STR3	Tap an empty location to continue
LEGION_WAR_DESC_6	Magic Card
LEGION_WAR_DESC_7	Build status:
LEGION_WAR_DESC_8	Build speed:
LEGION_WAR_DESC_9	%s/hour
LEGION_WAR_DESC_10	Idle
LEGION_WAR_DESC_11	Building
LEGION_WAR_DESC_12	My status:
LEGION_WAR_DESC_13	No builders
LEGION_WAR_DESC_14	City Garrison Bonus
LEGION_WAR_DESC_15	Building increases the stats of defending heroes.
LEGION_WAR_DESC_16	No stat bonus
LEGION_WAR_DESC_17	Confirm Challenge
LEGION_WAR_DESC_18	Select available Magic Card
LEGION_WAR_DESC_19	No available Magic Cards
LEGION_WAR_DESC_20	Takes effect during challenge
LEGION_WAR_DESC_21	Report
LEGION_WAR_DESC_22	Unknown Player
LEGION_WAR_DESC_23	Legion War Round %s
LEGION_WAR_DESC_24	Attack times:
LEGION_WAR_DESC_25	Join Battle
LEGION_WAR_CODE121	Player is building in this city
CHECK_INFO_1	Hero Details
BAG_PART_TIPS_1	Awakening stats:
BAG_PART_TIPS_2	Slot Awakening Attributes:
BAG_PART_TIPS_3	Awakening status:
BAG_PART_TIPS_4	Total gem stats:
BAG_PART_TIPS_5	Gem awakening status:
BAG_PART_TIPS_6	No gems inlaid
BAG_PART_TIPS_7	Hero gear slots increase the base stats of the gear worn on that slot.
BAG_PART_TIPS_8	Hero gear slots not unlocked
RECHARGE_FAILED	Recharge Failed
PRAY_1	Restores 1 point
PRAY_2	My Prayer
PRAY_3	(Login tomorrow and open this screen to claim)
PRAY_4	Add Prayer
PRAY_5	Tap the item to complete praying
PRAY_6	Login the day after praying to receive prayer items
PRAY_7	Item has been added to prayers
PRAY_8	No prayers remaining
PRAY_9	Event finished
STR_UNLOCK_ALL_TALENT	All talents are already unlocked
TAVERN_BTN_TX6	Replace
EXCHANGE_HERO_STR1	Replace Hero
EXCHANGE_HERO_STR2	Tap to select Hero Card to convert
EXCHANGE_HERO_STR3	Only heroes activated in the gallery can be converted
EXCHANGE_HERO_STR4	Amount owned: %s
EXCHANGE_HERO_STR5	Quick Exchange
EXCHANGE_HERO_STR6	Deployed...
EXCHANGE_HERO_STR7	You don\'t have enough resources
EXCHANGE_HERO_STR8	Max quantity reached
VIP_GIFT_STR1	Reach the designated VIP level to buy exclusive value packs. Each pack can only be bought once.
VIP_GIFT_STR2	VIP %s
VIP_GIFT_STR3	Exclusive Pack
VIP_GIFT_STR4	Limit 1 purchase
CANNOT_CHECK_INFO	A mysterious power interfered with your spying.
SOLDIER_AFTER_LVUP_1	Congrats on unlocking new troops
SOLDIER_AFTER_LVUP_2	Congrats on upgrading troop quantity
SOLDIER_AFTER_LVUP_3	Congrats on unlocking new troop skills
PHARAOH_INFO_1	Release Countdown
PHARAOH_INFO_2	hrs
PHARAOH_INFO_3	min
PHARAOH_INFO_4	sec
PHARAOH_INFO_5	Unlock to receive hero
PHARAOH_INFO_6	Hero released
PHARAOH_INFO_7	Rescue Conditions
SOLDIER_STAGE_DESC	Rank
SOLDIER_NUM_DESC	Troop quantity:
STR_BATTLE_GUIDE1_TXT_1	I am %s, may the Divine Dragon come to my aid!
STR_BATTLE_GUIDE1_TXT_2	You are nothing, give up your women and your dragons!
STR_BATTLE_GUIDE1_TXT_3	Dragons bless me.
STR_BATTLE_GUIDE1_TXT_4	Warrior! I admire your courage! This is my badge, it will help you in your time of need. If you can pass the trials, I will be waiting for you ahead.
STR_SWITCH_ACCOUNT	Switch Accounts
ACTIVITY_COUNTDOWN	Event countdown:
WORLD_WAR_STR_RANK_TX1	Champion
WORLD_WAR_STR_RANK_TX2	Runner Up
WORLD_WAR_STR_RANK_TX3	3rd Place
WORLD_WAR_STR_1	Current rank:
WORLD_WAR_STR_2	Current points:
WORLD_WAR_STR_3	Battle Rating
WORLD_WAR_STR_4	Challenge
WORLD_WAR_STR_5	Points Reward
WORLD_WAR_STR_6	Kings Reward
WORLD_WAR_STR_7	Rank
WORLD_WAR_STR_8	Current Player Rank
WORLD_WAR_STR_9	Rank Reward
WORLD_WAR_STR_10	Lowest player points this tier:
WORLD_WAR_STR_11	Rewards will be sent out in the mail based on player rank after the Points Match ends.
WORLD_WAR_STR_12	Rewards will be sent out in the mail based on player rank after the Kings Match ends.
WORLD_WAR_MAIN_1	Battle of Kings has ended
WORLD_WAR_MAIN_2	Points Match
WORLD_WAR_MAIN_3	Top %d Battle
WORLD_WAR_MAIN_4	Semifinals
WORLD_WAR_MAIN_5	Finals
WORLD_WAR_MAIN_6	Countdown to start:
WORLD_WAR_MAIN_7	Countdown to finish:
WORLD_WAR_MAIN_8	Prep phase ends:
WORLD_WAR_MAIN_9	Battle phase ends:
WORLD_WAR_MAIN_10	Reward
WORLD_WAR_MAIN_11	Worship
WORLD_WAR_MAIN_12	Reward earned:
WORLD_WAR_MAIN_13	You can only worship once per day.
WORLD_WAR_MAIN_14	Points Match has not begun
WORLD_WAR_MAIN_15	Preparation Phase
WORLD_WAR_MAIN_16	Battle Phase
WORLD_WAR_MAIN_17	Battle of Kings Points Match has ended
WORLD_WAR_DESC_1	Earn more points by challenging players with higher points than you.
WORLD_WAR_DESC_2	Battle of Kings
WORLD_WAR_DESC_3	Don\'t show Confirm Cancel pop-up
WORLD_WAR_DESC_4	Daily free challenges:
WORLD_WAR_DESC_5	Win to earn points:
WORLD_WAR_DESC_6	Support
WORLD_WAR_DESC_7	Select player to support:
WORLD_WAR_DESC_8	Support Him
WORLD_WAR_DESC_9	Participation support reward:
WORLD_WAR_DESC_10	Replay Battle
WORLD_WAR_DESC_11	Session
WORLD_WAR_DESC_12	Eliminated
WORLD_WAR_DESC_13	Victory
WORLD_WAR_DESC_14	Replay Finals
WORLD_WAR_DESC_15	Stars at %s
WORLD_WAR_DESC_16	Top %d Battle
WORLD_WAR_DESC_17	Group
WORLD_WAR_DESC_18	Next tournament starts in:
WORLD_WAR_DESC_101	Arrange Formation
WORLD_WAR_DESC_102	Switch
WORLD_WAR_DESC_103	My Support
WORLD_WAR_DESC_104	Value Rankings
WORLD_WAR_DESC_105	My Battle Rating
WORLD_WAR_DESC_106	Ally
WORLD_WAR_DESC_107	Enemy
HOOKBOSS_GO	The Goblin got away!
HOOKBOSS_FAILE	Goblin capture failed!
STR_CITY_BUILDING_NAME_1	Arena
STR_CITY_BUILDING_NAME_2	Courage Tower
STR_CITY_BUILDING_NAME_3	Altar
STR_CITY_BUILDING_NAME_4	Mail
STR_CITY_BUILDING_NAME_5	Store
STR_CITY_BUILDING_NAME_6	Tavern
STR_CITY_BUILDING_NAME_7	Team
STR_CITY_BUILDING_NAME_8	Underground World
STR_CITY_BUILDING_NAME_9	Legion
STR_CITY_BUILDING_NAME_10	Honor Palace
STR_CITY_BUILDING_NAME_11	Midas Statue
EXCHANGE_HERO_STR9	No selected heroes
LEGION_PLACE	Legion Territory
TEAM_PLACE	Team Territory
STR_BATTLE_FIGHT_VERIFY_FAILED	Battle verification failed
HAVE_POS	Vacant
TRANSFER_WORLD_DESC	(There\'s legend of treasure here)
STR_KING	Lord
EXCHANGE_HERO_STR10	Put in a hero
LEGION_WAR_DESC_26	Magic Card used
LEGION_WAR_DESC_27	Your legion does not meet match qualifications.
LEGION_WAR_DESC_28	Match requirements:
LEGION_WAR_DESC_29	①Legion Lv.%s
LEGION_WAR_DESC_30	①Legion members≥%s
LEGION_WAR_DESC_31	Unlocks at legion Lv.%s
LEGION_WAR_DESC_32	No past records!
LEGION_WAR_DESC_33	No player builds!
LEGION_WAR_DESC_34	Cancel Building
LEGION_WAR_DESC_35	You\'re already building something else. Do you want to go there now?
LEGION_WAR_DESC_36	Build City
LEGION_WAR_ERROR_CODE101	Database Error
LEGION_WAR_ERROR_CODE102	Server is in the wrong stage.
LEGION_WAR_ERROR_CODE103	Legion War round 1 hasn\'t started yet.
LEGION_WAR_ERROR_CODE104	Already built to the max level.
LEGION_WAR_ERROR_CODE105	No garrison times remaining.
LEGION_WAR_ERROR_CODE106	Player is garrisoned in the current city.
LEGION_WAR_ERROR_CODE107	There is already a player in that position.
LEGION_WAR_ERROR_CODE108	Player is not garrisoned here.
LEGION_WAR_ERROR_CODE109	Player is not in this legion.
LEGION_WAR_ERROR_CODE110	Enemy is already dead.
LEGION_WAR_ERROR_CODE111	Enemy is under attack.
LEGION_WAR_ERROR_CODE112	Battle Timeout
LEGION_WAR_ERROR_CODE113	You are not the attacker
LEGION_WAR_ERROR_CODE114	City cannot be attacked
LEGION_WAR_ERROR_CODE115	Parameter error
LEGION_WAR_ERROR_CODE116	Target is not a dark space
LEGION_WAR_ERROR_CODE117	Target city can already be attacked
LEGION_WAR_ERROR_CODE118	City has not been destroyed
LEGION_WAR_ERROR_CODE119	Player is not in the legion
LEGION_WAR_ERROR_CODE120	Inconsistent server status
LEGION_WAR_ERROR_CODE121	Player is building in the current city
LEGION_WAR_ERROR_CODE122	Player already claimed Individual Contributions
LEGION_WAR_ERROR_CODE123	Player is not building in a city
LEGION_WAR_ERROR_CODE124	No more uses remaining
LEGION_WAR_ERROR_CODE125	Card not found
LEGION_WAR_ERROR_CODE126	You don\'t have enough cards
LEGION_WAR_ERROR_CODE127	New members can\'t use cards
LEGION_WAR_ERROR_CODE128	Legion does not exist
LEGION_WAR_ERROR_CODE129	You cannot enter the battlefield during the armistice phase
LEGION_WAR_ERROR_CODE130	No attacks remaining
LOGINUI_BOTTOM_TEXT1	Copyright Holder: Chengdu Really Interactive Games Ltd., Copyright Holder Registration ID: 2017SR346017, Publisher: Shanghai Snowfish Tech, Ltd.
LOGINUI_BOTTOM_TEXT2	Approval Number: SAPPRFT [2017]7690, Publication Number: ISBN 978-7-498-00725-4
FEATS_WALL	Feats Wall
FEATS_WALL_DESC	Rewards reset every %s weeks.
FEATS_WALL_TIME_DESC	Reset countdown:
FEATS_WALL_TIME_UPDATE	Resets Today
WORLDWAR_RANK	Top
PRICE_LIST	Value Rankings
PRICE_HISTORY	Support History
PRICE_INFO_1	Rank
PRICE_INFO_2	Results
PRICE_INFO_3	Player Info
PRICE_INFO_4	Value
PRICE_INFO_5	Operation
PRICE_INFO_6	Support Successful
PRICE_INFO_7	Support Failed
KNOCK_OUT_1	Top 16 Battle
KNOCK_OUT_2	Top 8 Battle
KNOCK_OUT_3	Top 4 Battle
KNOCK_OUT_4	Semifinals
KNOCK_OUT_5	Finals
STR_CUR_SERVER_TIME	Current server time:
SUPPORT	Support
SUPPORT_1	Supported
KNOCK_QIANG	Top
TOMORROW	Tomorrow
EMBATTLE_SUCC	Configuration Complete
LEGION_WAR_DESC_37	No battle records!
LEGION_WAR_DESC_38	Stronghold has been captured!
LEGION_WAR_DESC_39	No defenders
LEGION_WAR_DESC_40	Current builders:
LEGION_WAR_DESC_41	No Magic Cards
LEGION_WAR_DESC_42	City Info
LEGION_WAR_DESC_43	Card Package
LEGION_LV_DESC	Lv
PLAY_VIDEO	View Recording
EMBATTLE_CD_DESC	Formation countdown:
SHOW_HERO_AWARD_INFO_1	A powerful hero has joined your formation!
STR_GUIDE_TEXT_001	Run princess!
STR_GUIDE_TEXT_002	What a cute dragon! Hey girl, help me catch it!
STR_GUIDE_TEXT_003	Get away from my son!!!
STR_GUIDE_TEXT_004	Woah!!!
STR_GUIDE_TEXT_005	That dragon\'s huge!
STR_LOADING_LUA_SCRIPT_DESC	Loading game resources...
WEEK_SIGN_SEVEN_NAME	Cleopatra
