技能Id	技能名称	技能说明	注释	技能类型	触发释放条件	目标选择时间类型	范围选择类型	直接选择目标类型	范围选择中心点类型	范围选择目标类型	目标偏移	是否显示范围	范围选择目标最大个数	扇形角度	圆形和扇形范围半径	矩形范围X1	矩形范围X2	矩形范围Y1	矩形范围Y2	施法动作	子弹Id	子弹延迟发射（ms）	子弹数量	子弹间隔时间毫秒	子弹发射类型	技能冒字	全屏头像	技能释放音效	技能受击音效	技能特效Id	技能特效Id2	受击特效	受击特效挂载点位置	受击特效渲染层级	特效循环次数	效果产生次数	效果产生延迟时间	效果产生间隔	效果类型(0没有效果，1普通效果，2真实伤害)	屏幕震动时间毫秒(只支持近战或者bulletType为2的技能)	震动强度横向	震动强度纵向	效果类型（1伤害，2加血）	是否显示数字	伤害类型（按武将类型，0物理，1魔法）	是否无视闪避	无视护甲万分比	无视技防万分比	附加暴击率万分比	附加吸血万分比	附加吸血固定值	抽怒万分比	消怒万分比	额外伤害类型	额外伤害值	伤害系数	召唤物ID	召唤物数量	召唤物死亡类型	存在时间（毫秒）	攻击次数	被攻击次数	召唤位置(1攻击者，2受攻击者，3技能的目标点)	召唤物出生相对位置1前方2后方	产生的buff	BUFF生效几率（万分比）	BUFF持续时间（毫秒）	施放者BUFF	释放者BUFF生效几率（万分比）	释放者BUFF持续时间（毫秒）	驱散效果(1驱散负面，2驱散正面，3驱散所有)	特殊处理	特殊脚本	脚本参数	技能喊话图片	技能icon	技能描述	技能参数	对比描述
50080108	text_skill_5008_name_1	孤注一掷8级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50080108	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50080109	text_skill_5008_name_1	孤注一掷9级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-2109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50080109	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50080110	text_skill_5008_name_1	孤注一掷10级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-2206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50080110	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50080111	text_skill_5008_name_1	孤注一掷11级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-2303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50080111	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50080112	text_skill_5008_name_1	孤注一掷12级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50080112	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50080113	text_skill_5008_name_1	孤注一掷13级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-2497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50080113	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50080114	text_skill_5008_name_1	孤注一掷14级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-2594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50080114	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50080115	text_skill_5008_name_1	孤注一掷15级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-2691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50080115	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50080201	text_skill_5008_name_2	光明箭雨1级	光明圣女	1	0	2	1	50	0	0	0	0	999	0	0	0	0	0	0	skill2	0	0	0	0	1	0	0	0	0	0	0	skill_guangmingshengnv02_02	3	1	0	3	0	333	1	0	0	0	1	1	1	0	0	0	2500	0	0	0	0	0	0	3960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_guangmingshengnv_02.png	text_skill_5008_desc_2_0|text_skill_5008_desc_2_1|text_skill_5008_desc_2_2|text_skill_5008_desc_2_3	s.coefficient.1./.100.%|s.effectTimes.1.0.0.0|s.addCrit.1./.100.%	0
50080202	text_skill_5008_name_2	光明箭雨2级	光明圣女	1	0	2	1	50	0	0	0	0	999	0	0	0	0	0	0	skill2	0	0	0	0	1	0	0	0	0	0	0	skill_guangmingshengnv02_02	3	1	0	3	0	333	1	0	0	0	1	1	1	0	0	0	2500	0	0	0	0	0	0	4106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_guangmingshengnv_02.png	text_skill_5008_desc_2_0|text_skill_5008_desc_2_1|text_skill_5008_desc_2_2|text_skill_5008_desc_2_3	s.coefficient.1./.100.%|s.effectTimes.1.0.0.0|s.addCrit.1./.100.%	0
50080203	text_skill_5008_name_2	光明箭雨3级	光明圣女	1	0	2	1	50	0	0	0	0	999	0	0	0	0	0	0	skill2	0	0	0	0	1	0	0	0	0	0	0	skill_guangmingshengnv02_02	3	1	0	3	0	333	1	0	0	0	1	1	1	0	0	0	2500	0	0	0	0	0	0	4252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_guangmingshengnv_02.png	text_skill_5008_desc_2_0|text_skill_5008_desc_2_1|text_skill_5008_desc_2_2|text_skill_5008_desc_2_3	s.coefficient.1./.100.%|s.effectTimes.1.0.0.0|s.addCrit.1./.100.%	0
50080204	text_skill_5008_name_2	光明箭雨4级	光明圣女	1	0	2	1	50	0	0	0	0	999	0	0	0	0	0	0	skill2	0	0	0	0	1	0	0	0	0	0	0	skill_guangmingshengnv02_02	3	1	0	3	0	333	1	0	0	0	1	1	1	0	0	0	2500	0	0	0	0	0	0	4398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_guangmingshengnv_02.png	text_skill_5008_desc_2_0|text_skill_5008_desc_2_1|text_skill_5008_desc_2_2|text_skill_5008_desc_2_3	s.coefficient.1./.100.%|s.effectTimes.1.0.0.0|s.addCrit.1./.100.%	0
50080205	text_skill_5008_name_2	光明箭雨5级	光明圣女	1	0	2	1	50	0	0	0	0	999	0	0	0	0	0	0	skill2	0	0	0	0	1	0	0	0	0	0	0	skill_guangmingshengnv02_02	3	1	0	3	0	333	1	0	0	0	1	1	1	0	0	0	2500	0	0	0	0	0	0	4544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_guangmingshengnv_02.png	text_skill_5008_desc_2_0|text_skill_5008_desc_2_1|text_skill_5008_desc_2_2|text_skill_5008_desc_2_3	s.coefficient.1./.100.%|s.effectTimes.1.0.0.0|s.addCrit.1./.100.%	0
50080206	text_skill_5008_name_2	光明箭雨6级	光明圣女	1	0	2	1	50	0	0	0	0	999	0	0	0	0	0	0	skill2	0	0	0	0	1	0	0	0	0	0	0	skill_guangmingshengnv02_02	3	1	0	3	0	333	1	0	0	0	1	1	1	0	0	0	2500	0	0	0	0	0	0	4690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_guangmingshengnv_02.png	text_skill_5008_desc_2_0|text_skill_5008_desc_2_1|text_skill_5008_desc_2_2|text_skill_5008_desc_2_3	s.coefficient.1./.100.%|s.effectTimes.1.0.0.0|s.addCrit.1./.100.%	0
50080207	text_skill_5008_name_2	光明箭雨7级	光明圣女	1	0	2	1	50	0	0	0	0	999	0	0	0	0	0	0	skill2	0	0	0	0	1	0	0	0	0	0	0	skill_guangmingshengnv02_02	3	1	0	3	0	333	1	0	0	0	1	1	1	0	0	0	2500	0	0	0	0	0	0	4836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_guangmingshengnv_02.png	text_skill_5008_desc_2_0|text_skill_5008_desc_2_1|text_skill_5008_desc_2_2|text_skill_5008_desc_2_3	s.coefficient.1./.100.%|s.effectTimes.1.0.0.0|s.addCrit.1./.100.%	0
50080208	text_skill_5008_name_2	光明箭雨8级	光明圣女	1	0	2	1	50	0	0	0	0	999	0	0	0	0	0	0	skill2	0	0	0	0	1	0	0	0	0	0	0	skill_guangmingshengnv02_02	3	1	0	3	0	333	1	0	0	0	1	1	1	0	0	0	2500	0	0	0	0	0	0	4982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_guangmingshengnv_02.png	text_skill_5008_desc_2_0|text_skill_5008_desc_2_1|text_skill_5008_desc_2_2|text_skill_5008_desc_2_3	s.coefficient.1./.100.%|s.effectTimes.1.0.0.0|s.addCrit.1./.100.%	0
50080209	text_skill_5008_name_2	光明箭雨9级	光明圣女	1	0	2	1	50	0	0	0	0	999	0	0	0	0	0	0	skill2	0	0	0	0	1	0	0	0	0	0	0	skill_guangmingshengnv02_02	3	1	0	3	0	333	1	0	0	0	1	1	1	0	0	0	2500	0	0	0	0	0	0	5128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_guangmingshengnv_02.png	text_skill_5008_desc_2_0|text_skill_5008_desc_2_1|text_skill_5008_desc_2_2|text_skill_5008_desc_2_3	s.coefficient.1./.100.%|s.effectTimes.1.0.0.0|s.addCrit.1./.100.%	0
50080210	text_skill_5008_name_2	光明箭雨10级	光明圣女	1	0	2	1	50	0	0	0	0	999	0	0	0	0	0	0	skill2	0	0	0	0	1	0	0	0	0	0	0	skill_guangmingshengnv02_02	3	1	0	3	0	333	1	0	0	0	1	1	1	0	0	0	2500	0	0	0	0	0	0	5274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_guangmingshengnv_02.png	text_skill_5008_desc_2_0|text_skill_5008_desc_2_1|text_skill_5008_desc_2_2|text_skill_5008_desc_2_3	s.coefficient.1./.100.%|s.effectTimes.1.0.0.0|s.addCrit.1./.100.%	0
50080211	text_skill_5008_name_2	光明箭雨11级	光明圣女	1	0	2	1	50	0	0	0	0	999	0	0	0	0	0	0	skill2	0	0	0	0	1	0	0	0	0	0	0	skill_guangmingshengnv02_02	3	1	0	3	0	333	1	0	0	0	1	1	1	0	0	0	2500	0	0	0	0	0	0	5420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_guangmingshengnv_02.png	text_skill_5008_desc_2_0|text_skill_5008_desc_2_1|text_skill_5008_desc_2_2|text_skill_5008_desc_2_3	s.coefficient.1./.100.%|s.effectTimes.1.0.0.0|s.addCrit.1./.100.%	0
50080212	text_skill_5008_name_2	光明箭雨12级	光明圣女	1	0	2	1	50	0	0	0	0	999	0	0	0	0	0	0	skill2	0	0	0	0	1	0	0	0	0	0	0	skill_guangmingshengnv02_02	3	1	0	3	0	333	1	0	0	0	1	1	1	0	0	0	2500	0	0	0	0	0	0	5566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_guangmingshengnv_02.png	text_skill_5008_desc_2_0|text_skill_5008_desc_2_1|text_skill_5008_desc_2_2|text_skill_5008_desc_2_3	s.coefficient.1./.100.%|s.effectTimes.1.0.0.0|s.addCrit.1./.100.%	0
50080213	text_skill_5008_name_2	光明箭雨13级	光明圣女	1	0	2	1	50	0	0	0	0	999	0	0	0	0	0	0	skill2	0	0	0	0	1	0	0	0	0	0	0	skill_guangmingshengnv02_02	3	1	0	3	0	333	1	0	0	0	1	1	1	0	0	0	2500	0	0	0	0	0	0	5712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_guangmingshengnv_02.png	text_skill_5008_desc_2_0|text_skill_5008_desc_2_1|text_skill_5008_desc_2_2|text_skill_5008_desc_2_3	s.coefficient.1./.100.%|s.effectTimes.1.0.0.0|s.addCrit.1./.100.%	0
50080214	text_skill_5008_name_2	光明箭雨14级	光明圣女	1	0	2	1	50	0	0	0	0	999	0	0	0	0	0	0	skill2	0	0	0	0	1	0	0	0	0	0	0	skill_guangmingshengnv02_02	3	1	0	3	0	333	1	0	0	0	1	1	1	0	0	0	2500	0	0	0	0	0	0	5858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_guangmingshengnv_02.png	text_skill_5008_desc_2_0|text_skill_5008_desc_2_1|text_skill_5008_desc_2_2|text_skill_5008_desc_2_3	s.coefficient.1./.100.%|s.effectTimes.1.0.0.0|s.addCrit.1./.100.%	0
50080215	text_skill_5008_name_2	光明箭雨15级	光明圣女	1	0	2	1	50	0	0	0	0	999	0	0	0	0	0	0	skill2	0	0	0	0	1	0	0	0	0	0	0	skill_guangmingshengnv02_02	3	1	0	3	0	333	1	0	0	0	1	1	1	0	0	0	2500	0	0	0	0	0	0	6004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_guangmingshengnv_02.png	text_skill_5008_desc_2_0|text_skill_5008_desc_2_1|text_skill_5008_desc_2_2|text_skill_5008_desc_2_3	s.coefficient.1./.100.%|s.effectTimes.1.0.0.0|s.addCrit.1./.100.%	0
50081101	text_skill_5008_name_1	孤注一掷1级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-1533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50081101	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50081102	text_skill_5008_name_1	孤注一掷2级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-1645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50081102	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50081103	text_skill_5008_name_1	孤注一掷3级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-1757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50081103	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50081104	text_skill_5008_name_1	孤注一掷4级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50081104	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50081105	text_skill_5008_name_1	孤注一掷5级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-1981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50081105	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50081106	text_skill_5008_name_1	孤注一掷6级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-2093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50081106	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50081107	text_skill_5008_name_1	孤注一掷7级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-2205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50081107	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50081108	text_skill_5008_name_1	孤注一掷8级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-2317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50081108	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50081109	text_skill_5008_name_1	孤注一掷9级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-2429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50081109	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50081110	text_skill_5008_name_1	孤注一掷10级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-2541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50081110	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50081111	text_skill_5008_name_1	孤注一掷11级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-2653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50081111	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50081112	text_skill_5008_name_1	孤注一掷12级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-2765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50081112	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50081113	text_skill_5008_name_1	孤注一掷13级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-2877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50081113	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50081114	text_skill_5008_name_1	孤注一掷14级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-2989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50081114	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50081115	text_skill_5008_name_1	孤注一掷15级	光明圣女	1	0	2	1	101	0	0	0	0	0	0	0	0	0	0	0	skill1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	-3101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50081115	10000	8000	0	0	0	0	0	skill_guangmingshengnv_01.png	text_skill_5008_desc_1_0|text_skill_5008_desc_1_1|text_skill_5008_desc_1_2|text_skill_5008_desc_1_3	ob.attributePercent.1./.100.%|s.ownerBuffTime.1./.1000.s|s.burnMpPercent.1./.-100.%	0
50081201	text_skill_5008_name_2	光明箭雨1级	光明圣女	1	0	2	1	50	0	0	0	0	999	0	0	0	0	0	0	skill2	0	0	0	0	1	0	0	0	0	0	0	skill_guangmingshengnv02_02	3	1	0	3	0	333	1	0	0	0	1	1	1	0	0	0	3847	0	0	0	0	0	0	3960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_guangmingshengnv_02.png	text_skill_5008_desc_2_0|text_skill_5008_desc_2_1|text_skill_5008_desc_2_2|text_skill_5008_desc_2_3	s.coefficient.1./.100.%|s.effectTimes.1.0.0.0|s.addCrit.1./.100.%	0
50081202	text_skill_5008_name_2	光明箭雨2级	光明圣女	1	0	2	1	50	0	0	0	0	999	0	0	0	0	0	0	skill2	0	0	0	0	1	0	0	0	0	0	0	skill_guangmingshengnv02_02	3	1	0	3	0	333	1	0	0	0	1	1	1	0	0	0	3847	0	0	0	0	0	0	4106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_guangmingshengnv_02.png	text_skill_5008_desc_2_0|text_skill_5008_desc_2_1|text_skill_5008_desc_2_2|text_skill_5008_desc_2_3	s.coefficient.1./.100.%|s.effectTimes.1.0.0.0|s.addCrit.1./.100.%	0
50081203	text_skill_5008_name_2	光明箭雨3级	光明圣女	1	0	2	1	50	0	0	0	0	999	0	0	0	0	0	0	skill2	0	0	0	0	1	0	0	0	0	0	0	skill_guangmingshengnv02_02	3	1	0	3	0	333	1	0	0	0	1	1	1	0	0	0	3847	0	0	0	0	0	0	4252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_guangmingshengnv_02.png	text_skill_5008_desc_2_0|text_skill_5008_desc_2_1|text_skill_5008_desc_2_2|text_skill_5008_desc_2_3	s.coefficient.1./.100.%|s.effectTimes.1.0.0.0|s.addCrit.1./.100.%	0
50081204	text_skill_5008_name_2	光明箭雨4级	光明圣女	1	0	2	1	50	0	0	0	0	999	0	0	0	0	0	0	skill2	0	0	0	0	1	0	0	0	0	0	0	skill_guangmingshengnv02_02	3	1	0	3	0	333	1	0	0	0	1	1	1	0	0	0	3847	0	0	0	0	0	0	4398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skill_guangmingshengnv_02.png	text_skill_5008_desc_2_0|text_skill_5008_desc_2_1|text_skill_5008_desc_2_2|text_skill_5008_desc_2_3	s.coefficient.1./.100.%|s.effectTimes.1.0.0.0|s.addCrit.1./.100.%	0
