索引ID	注释1	描述	类型(1普通buff, 2光环buff)	buff模式(0:无类型，1:灼烧)	光环类型(1:不断的发送buff，并且出了范围就移除,2:只发送一次，除非发送的buff消失,出了范围不移除)	正负面(1负面2正面)	不可被驱散	是否受到负面抗性影响	效果类型(0没有效果，1普通伤害，2无视防御伤害，3召唤)	发送buffID	buff生效几率（万分比）	buff持续时间（毫秒）	范围选择目标类型(1英雄2士兵3所有单位)	范围	光环检测间隔时间(毫秒)	伤害类型（按武将类型，0物理，1魔法）	额外伤害类型	额外伤害值	伤害系数	发送第一次效果延迟时间(毫秒)	发送效果间隔时间(毫秒)	属性修改	属性值修改	属性百分比修改（万分比）	克制增幅0	克制增幅1	克制增幅2	克制增幅3	攻击吸血万分比	攻击吸血固定值	免疫负面物理效果	免疫负面魔法效果	免疫负面魔法次数	限制移动	限制普通攻击	限制释放技能	不受控制	反弹物理伤害万分比	改变技能组	变身资源名	变身资源类型	变身后缩放百分比	buff特效资源	buff特效类型(1只显示一次, 2循环特效)	buff特效挂载点(1上2中3下)	buff特效渲染层级(1上2下)	buff位置偏移	buff位置偏移1	buff特效资源1	buff特效类型(1只显示一次, 2循环特效)1	buff特效挂载点(1上2中3下)1	buff特效渲染层级(1上2下)1	buff位置偏移2	buff位置偏移3	特殊shader	隐藏飘字
50071110	减攻击力10级	减攻击力和防御	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	-2769|-835|-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiangong	2	1	1	0	0	debuff_jianfang	2	1	1	0	0	0	1
50071111	减攻击力11级	减攻击力和防御	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	-2891|-835|-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiangong	2	1	1	0	0	debuff_jianfang	2	1	1	0	0	0	1
50071112	减攻击力12级	减攻击力和防御	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	-3013|-835|-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiangong	2	1	1	0	0	debuff_jianfang	2	1	1	0	0	0	1
50071113	减攻击力13级	减攻击力和防御	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	-3135|-835|-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiangong	2	1	1	0	0	debuff_jianfang	2	1	1	0	0	0	1
50071114	减攻击力14级	减攻击力和防御	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	-3257|-835|-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiangong	2	1	1	0	0	debuff_jianfang	2	1	1	0	0	0	1
50071115	减攻击力15级	减攻击力和防御	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	-3379|-835|-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiangong	2	1	1	0	0	debuff_jianfang	2	1	1	0	0	0	1
50072101	减攻击力1级	减攻击力和防御	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	-2507|-835|-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiangong	2	1	1	0	0	debuff_jianfang	2	1	1	0	0	0	1
50072102	减攻击力2级	减攻击力和防御	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	-2690|-835|-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiangong	2	1	1	0	0	debuff_jianfang	2	1	1	0	0	0	1
50072103	减攻击力3级	减攻击力和防御	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	-2873|-835|-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiangong	2	1	1	0	0	debuff_jianfang	2	1	1	0	0	0	1
50072104	减攻击力4级	减攻击力和防御	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	-3056|-835|-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiangong	2	1	1	0	0	debuff_jianfang	2	1	1	0	0	0	1
50072105	减攻击力5级	减攻击力和防御	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	-3239|-835|-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiangong	2	1	1	0	0	debuff_jianfang	2	1	1	0	0	0	1
50072106	减攻击力6级	减攻击力和防御	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	-3422|-835|-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiangong	2	1	1	0	0	debuff_jianfang	2	1	1	0	0	0	1
50072107	减攻击力7级	减攻击力和防御	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	-3605|-835|-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiangong	2	1	1	0	0	debuff_jianfang	2	1	1	0	0	0	1
50072108	减攻击力8级	减攻击力和防御	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	-3788|-835|-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiangong	2	1	1	0	0	debuff_jianfang	2	1	1	0	0	0	1
50072109	减攻击力9级	减攻击力和防御	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	-3971|-835|-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiangong	2	1	1	0	0	debuff_jianfang	2	1	1	0	0	0	1
50072110	减攻击力10级	减攻击力和防御	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	-4154|-835|-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiangong	2	1	1	0	0	debuff_jianfang	2	1	1	0	0	0	1
50072111	减攻击力11级	减攻击力和防御	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	-4337|-835|-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiangong	2	1	1	0	0	debuff_jianfang	2	1	1	0	0	0	1
50072112	减攻击力12级	减攻击力和防御	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	-4520|-835|-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiangong	2	1	1	0	0	debuff_jianfang	2	1	1	0	0	0	1
50072113	减攻击力13级	减攻击力和防御	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	-4703|-835|-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiangong	2	1	1	0	0	debuff_jianfang	2	1	1	0	0	0	1
50072114	减攻击力14级	减攻击力和防御	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	-4886|-835|-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiangong	2	1	1	0	0	debuff_jianfang	2	1	1	0	0	0	1
50072115	减攻击力15级	减攻击力和防御	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1|2|3	0|0|0	-5069|-835|-835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	debuff_jiangong	2	1	1	0	0	debuff_jianfang	2	1	1	0	0	0	1
50080101	光明圣女BUFF1级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50080102	光明圣女BUFF2级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50080103	光明圣女BUFF3级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50080104	光明圣女BUFF4级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50080105	光明圣女BUFF5级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50080106	光明圣女BUFF6级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50080107	光明圣女BUFF7级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50080108	光明圣女BUFF8级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50080109	光明圣女BUFF9级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50080110	光明圣女BUFF10级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50080111	光明圣女BUFF11级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50080112	光明圣女BUFF12级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50080113	光明圣女BUFF13级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50080114	光明圣女BUFF14级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50080115	光明圣女BUFF15级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50081101	光明圣女BUFF1级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50081102	光明圣女BUFF2级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50081103	光明圣女BUFF3级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50081104	光明圣女BUFF4级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50081105	光明圣女BUFF5级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50081106	光明圣女BUFF6级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50081107	光明圣女BUFF7级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50081108	光明圣女BUFF8级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50081109	光明圣女BUFF9级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50081110	光明圣女BUFF10级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50081111	光明圣女BUFF11级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50081112	光明圣女BUFF12级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50081113	光明圣女BUFF13级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50081114	光明圣女BUFF14级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50081115	光明圣女BUFF15级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50082101	光明圣女BUFF1级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50082102	光明圣女BUFF2级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50082103	光明圣女BUFF3级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50082104	光明圣女BUFF4级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50082105	光明圣女BUFF5级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50082106	光明圣女BUFF6级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50082107	光明圣女BUFF7级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50082108	光明圣女BUFF8级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50082109	光明圣女BUFF9级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50082110	光明圣女BUFF10级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50082111	光明圣女BUFF11级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50082112	光明圣女BUFF12级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50082113	光明圣女BUFF13级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50082114	光明圣女BUFF14级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50082115	光明圣女BUFF15级	光明圣女BUFF	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	buff_xunmin_P	2	2	2	0	0	buff_xunmin_T	2	2	1	0	0	0	1
50100101	分裂箭（切技能组，加暴击）1级	分裂攻击（切技能组）	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	4208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511000	0	0	0	buff_fenliejian_P	2	3	2	0	0	buff_fenliejian_T	2	3	1	0	0	0	1
50100102	分裂箭（切技能组，加暴击）2级	分裂攻击（切技能组）	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	4515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511000	0	0	0	buff_fenliejian_P	2	3	2	0	0	buff_fenliejian_T	2	3	1	0	0	0	1
50100103	分裂箭（切技能组，加暴击）3级	分裂攻击（切技能组）	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	4822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511000	0	0	0	buff_fenliejian_P	2	3	2	0	0	buff_fenliejian_T	2	3	1	0	0	0	1
50100104	分裂箭（切技能组，加暴击）4级	分裂攻击（切技能组）	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	5129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511000	0	0	0	buff_fenliejian_P	2	3	2	0	0	buff_fenliejian_T	2	3	1	0	0	0	1
50100105	分裂箭（切技能组，加暴击）5级	分裂攻击（切技能组）	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	5436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511000	0	0	0	buff_fenliejian_P	2	3	2	0	0	buff_fenliejian_T	2	3	1	0	0	0	1
50100106	分裂箭（切技能组，加暴击）6级	分裂攻击（切技能组）	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	5743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511000	0	0	0	buff_fenliejian_P	2	3	2	0	0	buff_fenliejian_T	2	3	1	0	0	0	1
50100107	分裂箭（切技能组，加暴击）7级	分裂攻击（切技能组）	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	6050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511000	0	0	0	buff_fenliejian_P	2	3	2	0	0	buff_fenliejian_T	2	3	1	0	0	0	1
50100108	分裂箭（切技能组，加暴击）8级	分裂攻击（切技能组）	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	6357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511000	0	0	0	buff_fenliejian_P	2	3	2	0	0	buff_fenliejian_T	2	3	1	0	0	0	1
50100109	分裂箭（切技能组，加暴击）9级	分裂攻击（切技能组）	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	6664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511000	0	0	0	buff_fenliejian_P	2	3	2	0	0	buff_fenliejian_T	2	3	1	0	0	0	1
50100110	分裂箭（切技能组，加暴击）10级	分裂攻击（切技能组）	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	6971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511000	0	0	0	buff_fenliejian_P	2	3	2	0	0	buff_fenliejian_T	2	3	1	0	0	0	1
50100111	分裂箭（切技能组，加暴击）11级	分裂攻击（切技能组）	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	7278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511000	0	0	0	buff_fenliejian_P	2	3	2	0	0	buff_fenliejian_T	2	3	1	0	0	0	1
50100112	分裂箭（切技能组，加暴击）12级	分裂攻击（切技能组）	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	7585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511000	0	0	0	buff_fenliejian_P	2	3	2	0	0	buff_fenliejian_T	2	3	1	0	0	0	1
50100113	分裂箭（切技能组，加暴击）13级	分裂攻击（切技能组）	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	7892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511000	0	0	0	buff_fenliejian_P	2	3	2	0	0	buff_fenliejian_T	2	3	1	0	0	0	1
50100114	分裂箭（切技能组，加暴击）14级	分裂攻击（切技能组）	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	8199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511000	0	0	0	buff_fenliejian_P	2	3	2	0	0	buff_fenliejian_T	2	3	1	0	0	0	1
50100115	分裂箭（切技能组，加暴击）15级	分裂攻击（切技能组）	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	8506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511000	0	0	0	buff_fenliejian_P	2	3	2	0	0	buff_fenliejian_T	2	3	1	0	0	0	1
50101101	分裂箭（切技能组，加暴击）1级	分裂攻击（切技能组）	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	4208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511001	0	0	0	buff_fenliejian_P	2	3	2	0	0	buff_fenliejian_T	2	3	1	0	0	0	1
50101102	分裂箭（切技能组，加暴击）2级	分裂攻击（切技能组）	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	4515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511001	0	0	0	buff_fenliejian_P	2	3	2	0	0	buff_fenliejian_T	2	3	1	0	0	0	1
50101103	分裂箭（切技能组，加暴击）3级	分裂攻击（切技能组）	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	4822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511001	0	0	0	buff_fenliejian_P	2	3	2	0	0	buff_fenliejian_T	2	3	1	0	0	0	1
50101104	分裂箭（切技能组，加暴击）4级	分裂攻击（切技能组）	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	5129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511001	0	0	0	buff_fenliejian_P	2	3	2	0	0	buff_fenliejian_T	2	3	1	0	0	0	1
