关卡ID	战斗ID	挑战限制	限制参数	首通奖励
208902	1200892	level	183	user.gold:320000,user.hero_exp:440000,material.1:50
208903	1200893	level	183	user.gold:340000,user.hero_exp:460000,material.1:50
208904	1200894	level	183	user.gold:350000,user.hero_exp:480000,material.1:50
208905	1200895	level	183	user.gold:370000,user.hero_exp:510000,material.1:50
209000	1200900	level	183	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
209001	1200901	level	183	user.gold:390000,user.hero_exp:530000,material.1:50
209002	1200902	level	183	user.gold:410000,user.hero_exp:550000,material.1:50
209003	1200903	level	183	user.gold:420000,user.hero_exp:580000,material.1:50
209004	1200904	level	183	user.gold:440000,user.hero_exp:600000,material.1:50
209005	1200905	level	183	user.gold:460000,user.hero_exp:630000,material.1:50
209100	1200910	level	183	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
209101	1200911	level	183	user.gold:480000,user.hero_exp:650000,material.1:50
209102	1200912	level	183	user.gold:490000,user.hero_exp:670000,material.1:50
209103	1200913	level	183	user.gold:510000,user.hero_exp:700000,material.1:50
209104	1200914	level	183	user.gold:530000,user.hero_exp:720000,material.1:50
209105	1200915	level	183	user.gold:550000,user.hero_exp:750000,material.1:50
209200	1200920	level	183	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
209201	1200921	level	183	user.gold:560000,user.hero_exp:770000,material.1:50
209202	1200922	level	183	user.gold:580000,user.hero_exp:790000,material.1:50
209203	1200923	level	183	user.gold:600000,user.hero_exp:820000,material.1:50
209204	1200924	level	183	user.gold:620000,user.hero_exp:840000,material.1:50
209205	1200925	level	183	user.gold:630000,user.hero_exp:870000,material.1:50
209300	1200930	level	184	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
209301	1200931	level	184	user.gold:300000,user.hero_exp:410000,material.1:50
209302	1200932	level	184	user.gold:320000,user.hero_exp:440000,material.1:50
209303	1200933	level	184	user.gold:340000,user.hero_exp:460000,material.1:50
209304	1200934	level	184	user.gold:350000,user.hero_exp:480000,material.1:50
209305	1200935	level	184	user.gold:370000,user.hero_exp:510000,material.1:50
209400	1200940	level	184	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
209401	1200941	level	184	user.gold:390000,user.hero_exp:530000,material.1:50
209402	1200942	level	184	user.gold:410000,user.hero_exp:550000,material.1:50
209403	1200943	level	184	user.gold:420000,user.hero_exp:580000,material.1:50
209404	1200944	level	184	user.gold:440000,user.hero_exp:600000,material.1:50
209405	1200945	level	184	user.gold:460000,user.hero_exp:630000,material.1:50
209500	1200950	level	184	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
209501	1200951	level	184	user.gold:480000,user.hero_exp:650000,material.1:50
209502	1200952	level	184	user.gold:490000,user.hero_exp:670000,material.1:50
209503	1200953	level	184	user.gold:510000,user.hero_exp:700000,material.1:50
209504	1200954	level	184	user.gold:530000,user.hero_exp:720000,material.1:50
209505	1200955	level	184	user.gold:550000,user.hero_exp:750000,material.1:50
209600	1200960	level	184	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
209601	1200961	level	184	user.gold:560000,user.hero_exp:770000,material.1:50
209602	1200962	level	184	user.gold:580000,user.hero_exp:790000,material.1:50
209603	1200963	level	184	user.gold:600000,user.hero_exp:820000,material.1:50
209604	1200964	level	184	user.gold:620000,user.hero_exp:840000,material.1:50
209605	1200965	level	184	user.gold:630000,user.hero_exp:870000,material.1:50
209700	1200970	level	185	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
209701	1200971	level	185	user.gold:300000,user.hero_exp:410000,material.1:50
209702	1200972	level	185	user.gold:320000,user.hero_exp:440000,material.1:50
209703	1200973	level	185	user.gold:340000,user.hero_exp:460000,material.1:50
209704	1200974	level	185	user.gold:350000,user.hero_exp:480000,material.1:50
209705	1200975	level	185	user.gold:370000,user.hero_exp:510000,material.1:50
209800	1200980	level	185	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
209801	1200981	level	185	user.gold:390000,user.hero_exp:530000,material.1:50
209802	1200982	level	185	user.gold:410000,user.hero_exp:550000,material.1:50
209803	1200983	level	185	user.gold:420000,user.hero_exp:580000,material.1:50
209804	1200984	level	185	user.gold:440000,user.hero_exp:600000,material.1:50
209805	1200985	level	185	user.gold:460000,user.hero_exp:630000,material.1:50
209900	1200990	level	185	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
209901	1200991	level	185	user.gold:480000,user.hero_exp:650000,material.1:50
209902	1200992	level	185	user.gold:490000,user.hero_exp:670000,material.1:50
209903	1200993	level	185	user.gold:510000,user.hero_exp:700000,material.1:50
209904	1200994	level	185	user.gold:530000,user.hero_exp:720000,material.1:50
209905	1200995	level	185	user.gold:550000,user.hero_exp:750000,material.1:50
210000	1201000	level	185	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
210001	1201001	level	185	user.gold:560000,user.hero_exp:770000,material.1:50
210002	1201002	level	185	user.gold:580000,user.hero_exp:790000,material.1:50
210003	1201003	level	185	user.gold:600000,user.hero_exp:820000,material.1:50
210004	1201004	level	185	user.gold:620000,user.hero_exp:840000,material.1:50
210005	1201005	level	185	user.gold:630000,user.hero_exp:870000,material.1:50
300100	1300010	level	186	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
300101	1300011	level	186	user.gold:300000,user.hero_exp:410000,material.1:50
300102	1300012	level	186	user.gold:320000,user.hero_exp:440000,material.1:50
300103	1300013	level	186	user.gold:340000,user.hero_exp:460000,material.1:50
300104	1300014	level	186	user.gold:350000,user.hero_exp:480000,material.1:50
300105	1300015	level	186	user.gold:370000,user.hero_exp:510000,material.1:50
300200	1300020	level	186	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
300201	1300021	level	186	user.gold:390000,user.hero_exp:530000,material.1:50
300202	1300022	level	186	user.gold:410000,user.hero_exp:550000,material.1:50
300203	1300023	level	186	user.gold:420000,user.hero_exp:580000,material.1:50
300204	1300024	level	186	user.gold:440000,user.hero_exp:600000,material.1:50
300205	1300025	level	186	user.gold:460000,user.hero_exp:630000,material.1:50
300300	1300030	level	186	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
300301	1300031	level	186	user.gold:480000,user.hero_exp:650000,material.1:50
300302	1300032	level	186	user.gold:490000,user.hero_exp:670000,material.1:50
300303	1300033	level	186	user.gold:510000,user.hero_exp:700000,material.1:50
300304	1300034	level	186	user.gold:530000,user.hero_exp:720000,material.1:50
300305	1300035	level	186	user.gold:550000,user.hero_exp:750000,material.1:50
300400	1300040	level	186	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
300401	1300041	level	186	user.gold:560000,user.hero_exp:770000,material.1:50
300402	1300042	level	186	user.gold:580000,user.hero_exp:790000,material.1:50
300403	1300043	level	186	user.gold:600000,user.hero_exp:820000,material.1:50
300404	1300044	level	186	user.gold:620000,user.hero_exp:840000,material.1:50
300405	1300045	level	186	user.gold:630000,user.hero_exp:870000,material.1:50
300500	1300050	level	187	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
300501	1300051	level	187	user.gold:300000,user.hero_exp:410000,material.1:50
300502	1300052	level	187	user.gold:320000,user.hero_exp:440000,material.1:50
300503	1300053	level	187	user.gold:340000,user.hero_exp:460000,material.1:50
300504	1300054	level	187	user.gold:350000,user.hero_exp:480000,material.1:50
300505	1300055	level	187	user.gold:370000,user.hero_exp:510000,material.1:50
300600	1300060	level	187	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
300601	1300061	level	187	user.gold:390000,user.hero_exp:530000,material.1:50
300602	1300062	level	187	user.gold:410000,user.hero_exp:550000,material.1:50
300603	1300063	level	187	user.gold:420000,user.hero_exp:580000,material.1:50
300604	1300064	level	187	user.gold:440000,user.hero_exp:600000,material.1:50
300605	1300065	level	187	user.gold:460000,user.hero_exp:630000,material.1:50
300700	1300070	level	187	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
300701	1300071	level	187	user.gold:480000,user.hero_exp:650000,material.1:50
300702	1300072	level	187	user.gold:490000,user.hero_exp:670000,material.1:50
300703	1300073	level	187	user.gold:510000,user.hero_exp:700000,material.1:50
300704	1300074	level	187	user.gold:530000,user.hero_exp:720000,material.1:50
300705	1300075	level	187	user.gold:550000,user.hero_exp:750000,material.1:50
300800	1300080	level	187	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
300801	1300081	level	187	user.gold:560000,user.hero_exp:770000,material.1:50
300802	1300082	level	187	user.gold:580000,user.hero_exp:790000,material.1:50
300803	1300083	level	187	user.gold:600000,user.hero_exp:820000,material.1:50
300804	1300084	level	187	user.gold:620000,user.hero_exp:840000,material.1:50
300805	1300085	level	187	user.gold:630000,user.hero_exp:870000,material.1:50
300900	1300090	level	188	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
300901	1300091	level	188	user.gold:300000,user.hero_exp:410000,material.1:50
300902	1300092	level	188	user.gold:320000,user.hero_exp:440000,material.1:50
300903	1300093	level	188	user.gold:340000,user.hero_exp:460000,material.1:50
300904	1300094	level	188	user.gold:350000,user.hero_exp:480000,material.1:50
300905	1300095	level	188	user.gold:370000,user.hero_exp:510000,material.1:50
301000	1300100	level	188	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
301001	1300101	level	188	user.gold:390000,user.hero_exp:530000,material.1:50
301002	1300102	level	188	user.gold:410000,user.hero_exp:550000,material.1:50
301003	1300103	level	188	user.gold:420000,user.hero_exp:580000,material.1:50
301004	1300104	level	188	user.gold:440000,user.hero_exp:600000,material.1:50
301005	1300105	level	188	user.gold:460000,user.hero_exp:630000,material.1:50
301100	1300110	level	188	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
301101	1300111	level	188	user.gold:480000,user.hero_exp:650000,material.1:50
301102	1300112	level	188	user.gold:490000,user.hero_exp:670000,material.1:50
301103	1300113	level	188	user.gold:510000,user.hero_exp:700000,material.1:50
301104	1300114	level	188	user.gold:530000,user.hero_exp:720000,material.1:50
301105	1300115	level	188	user.gold:550000,user.hero_exp:750000,material.1:50
301200	1300120	level	188	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
301201	1300121	level	188	user.gold:560000,user.hero_exp:770000,material.1:50
301202	1300122	level	188	user.gold:580000,user.hero_exp:790000,material.1:50
301203	1300123	level	188	user.gold:600000,user.hero_exp:820000,material.1:50
301204	1300124	level	188	user.gold:620000,user.hero_exp:840000,material.1:50
301205	1300125	level	188	user.gold:630000,user.hero_exp:870000,material.1:50
301300	1300130	level	189	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
301301	1300131	level	189	user.gold:300000,user.hero_exp:410000,material.1:50
301302	1300132	level	189	user.gold:320000,user.hero_exp:440000,material.1:50
301303	1300133	level	189	user.gold:340000,user.hero_exp:460000,material.1:50
301304	1300134	level	189	user.gold:350000,user.hero_exp:480000,material.1:50
301305	1300135	level	189	user.gold:370000,user.hero_exp:510000,material.1:50
301400	1300140	level	189	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
301401	1300141	level	189	user.gold:390000,user.hero_exp:530000,material.1:50
301402	1300142	level	189	user.gold:410000,user.hero_exp:550000,material.1:50
301403	1300143	level	189	user.gold:420000,user.hero_exp:580000,material.1:50
301404	1300144	level	189	user.gold:440000,user.hero_exp:600000,material.1:50
301405	1300145	level	189	user.gold:460000,user.hero_exp:630000,material.1:50
301500	1300150	level	189	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,group.20000005.0:1
301501	1300151	level	189	user.gold:480000,user.hero_exp:650000,material.1:50
301502	1300152	level	189	user.gold:490000,user.hero_exp:670000,material.1:50
301503	1300153	level	189	user.gold:510000,user.hero_exp:700000,material.1:50
301504	1300154	level	189	user.gold:530000,user.hero_exp:720000,material.1:50
301505	1300155	level	189	user.gold:550000,user.hero_exp:750000,material.1:50
301600	1300160	level	189	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,user.wand:10
301601	1300161	level	189	user.gold:560000,user.hero_exp:770000,material.1:50
301602	1300162	level	189	user.gold:580000,user.hero_exp:790000,material.1:50
301603	1300163	level	189	user.gold:600000,user.hero_exp:820000,material.1:50
301604	1300164	level	189	user.gold:620000,user.hero_exp:840000,material.1:50
301605	1300165	level	189	user.gold:630000,user.hero_exp:870000,material.1:50
301700	1300170	level	190	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.10601.0:1
301701	1300171	level	190	user.gold:300000,user.hero_exp:410000,material.1:50
301702	1300172	level	190	user.gold:320000,user.hero_exp:440000,material.1:50
301703	1300173	level	190	user.gold:340000,user.hero_exp:460000,material.1:50
301704	1300174	level	190	user.gold:350000,user.hero_exp:480000,material.1:50
301705	1300175	level	190	user.gold:370000,user.hero_exp:510000,material.1:50
301800	1300180	level	190	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.30601.0:1
301801	1300181	level	190	user.gold:390000,user.hero_exp:530000,material.1:50
301802	1300182	level	190	user.gold:410000,user.hero_exp:550000,material.1:50
301803	1300183	level	190	user.gold:420000,user.hero_exp:580000,material.1:50
301804	1300184	level	190	user.gold:440000,user.hero_exp:600000,material.1:50
301805	1300185	level	190	user.gold:460000,user.hero_exp:630000,material.1:50
301900	1300190	level	190	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.50601.0:1
301901	1300191	level	190	user.gold:480000,user.hero_exp:650000,material.1:50
301902	1300192	level	190	user.gold:490000,user.hero_exp:670000,material.1:50
301903	1300193	level	190	user.gold:510000,user.hero_exp:700000,material.1:50
301904	1300194	level	190	user.gold:530000,user.hero_exp:720000,material.1:50
301905	1300195	level	190	user.gold:550000,user.hero_exp:750000,material.1:50
302000	1300200	level	190	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.20601.0:1
302001	1300201	level	190	user.gold:560000,user.hero_exp:770000,material.1:50
302002	1300202	level	190	user.gold:580000,user.hero_exp:790000,material.1:50
302003	1300203	level	190	user.gold:600000,user.hero_exp:820000,material.1:50
302004	1300204	level	190	user.gold:620000,user.hero_exp:840000,material.1:50
302005	1300205	level	190	user.gold:630000,user.hero_exp:870000,material.1:50
302100	1300210	level	191	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.40601.0:1
302101	1300211	level	191	user.gold:300000,user.hero_exp:410000,material.1:50
302102	1300212	level	191	user.gold:320000,user.hero_exp:440000,material.1:50
302103	1300213	level	191	user.gold:340000,user.hero_exp:460000,material.1:50
302104	1300214	level	191	user.gold:350000,user.hero_exp:480000,material.1:50
302105	1300215	level	191	user.gold:370000,user.hero_exp:510000,material.1:50
302200	1300220	level	191	user.bindcash:30,user.gold:500000,user.hero_exp:1000000,equip.60601.0:1
